passenger_id,age_group,gender,nationality,residence_country,residence_region,income_band,spending_power_proxy,household_type,occupation_type,language,life_stage,segment_label,preferred_route_cluster,preferred_travel_context,preferred_product_category,repeat_propensity,price_sensitivity_level,source_assumption_id
psg_0338,45-54,Prefer not to say,France,Sweden,Western Europe,high,very_high,couple,consultant,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.395,low,src_tourism_stats_01
psg_0339,45-54,Female,Sweden,Sweden,Western Europe,upper_mid,mid,family_with_children,other,Dutch,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.325,medium,src_tourism_stats_01
psg_0340,25-34,Female,Germany,United Kingdom,Western Europe,mid,lower_mid,single,other,French,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.221,high,src_tourism_stats_01
psg_0341,25-34,Male,Sweden,Netherlands,London and South East,mid,moderate,couple,other,French,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.368,high,src_tourism_stats_01
psg_0342,45-54,Female,France,United Kingdom,Western Europe,mid,mid,couple,self_employed,French,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.307,medium,src_tourism_stats_01
psg_0343,35-44,Male,France,United Kingdom,Western Europe,upper_mid,upper_mid,family_with_children,self_employed,Dutch,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.46,medium,src_tourism_stats_01
psg_0344,35-44,Prefer not to say,United Kingdom,Germany,Western Europe,upper_mid,very_high,family_with_children,professional,English,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.399,low,src_tourism_stats_01
psg_0345,65-74,Female,United Kingdom,Germany,Western Europe,mid,high,couple,professional,Danish,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.335,low,src_tourism_stats_01
psg_0346,45-54,Prefer not to say,Netherlands,Netherlands,Western Europe,upper_mid,very_high,retired_couple,professional,Swedish,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.357,low,src_tourism_stats_01
psg_0347,65-74,Female,Netherlands,Germany,Nordics,upper_mid,very_high,couple,executive,English,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.342,low,src_tourism_stats_01
psg_0348,35-44,Non-binary,Ireland,Ireland,Western Europe,lower_mid,lower_mid,single,student,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.307,high,src_tourism_stats_01
psg_0349,65-74,Female,Germany,United Kingdom,Western Europe,mid,high,couple,retired,Dutch,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.277,low,src_tourism_stats_01
psg_0350,35-44,Female,United Kingdom,France,London and South East,upper_mid,high,single,manager,French,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.541,low,src_tourism_stats_01
psg_0351,25-34,Non-binary,Netherlands,United Kingdom,London and South East,mid,moderate,single,creative,German,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.393,high,src_tourism_stats_01
psg_0352,25-34,Female,Sweden,United Kingdom,London and South East,lower_mid,moderate,couple,student,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.339,high,src_tourism_stats_01
psg_0353,55-64,Male,France,Germany,Western Europe,high,high,single,professional,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.528,low,src_tourism_stats_01
psg_0354,35-44,Male,France,Netherlands,Western Europe,high,upper_mid,couple,self_employed,English,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.452,medium,src_tourism_stats_01
psg_0355,55-64,Prefer not to say,Germany,Denmark,Nordics,high,high,couple,retired,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.248,low,src_tourism_stats_01
psg_0356,25-34,Female,Sweden,France,Northern France,upper_mid,mid,family_with_children,other,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.444,medium,src_tourism_stats_01
psg_0357,75+,Prefer not to say,United Kingdom,Netherlands,South East England,high,high,couple,professional,French,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.302,low,src_tourism_stats_01
psg_0358,55-64,Male,France,Germany,Northern France,upper_mid,mid,couple,skilled_trade,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.38,medium,src_tourism_stats_01
psg_0359,25-34,Female,United Kingdom,United Kingdom,Western Europe,lower_mid,moderate,single,service_worker,French,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.348,high,src_tourism_stats_01
psg_0360,55-64,Female,France,United Kingdom,South East England,high,high,couple,professional,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.309,low,src_tourism_stats_01
psg_0361,18-24,Female,Denmark,Germany,Western Europe,lower_mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.3,high,src_tourism_stats_01
psg_0362,75+,Prefer not to say,United Kingdom,France,Western Europe,high,high,retired_couple,retired,Dutch,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.272,low,src_tourism_stats_01
psg_0363,45-54,Male,Netherlands,United Kingdom,Western Europe,upper_mid,very_high,couple,executive,German,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.37,low,src_tourism_stats_01
psg_0364,25-34,Male,Netherlands,United Kingdom,Western Europe,upper_mid,upper_mid,family_with_children,manager,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.462,medium,src_tourism_stats_01
psg_0365,35-44,Male,Netherlands,France,Western Europe,low,lower_mid,couple,service_worker,Other,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.315,high,src_tourism_stats_01
psg_0366,45-54,Male,Germany,Ireland,South East England,mid,mid,family_with_children,professional,German,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.394,medium,src_tourism_stats_01
psg_0367,25-34,Female,Netherlands,Netherlands,Western Europe,low,lower_mid,single,early_career,German,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.258,high,src_tourism_stats_01
psg_0368,25-34,Male,United Kingdom,Germany,Northern France,mid,mid,family_with_children,skilled_trade,German,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.41,medium,src_tourism_stats_01
psg_0369,25-34,Female,France,United Kingdom,Western Europe,lower_mid,lower_mid,shared_household,early_career,Other,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.299,high,src_tourism_stats_01
psg_0370,45-54,Male,United Kingdom,United Kingdom,Western Europe,upper_mid,very_high,retired_couple,professional,Dutch,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.339,low,src_tourism_stats_01
psg_0371,25-34,Female,United Kingdom,Sweden,South East England,mid,mid,family_with_children,professional,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.326,medium,src_tourism_stats_01
psg_0372,45-54,Male,Netherlands,France,German North,high,mid,couple,self_employed,English,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.359,medium,src_tourism_stats_01
psg_0373,25-34,Female,France,France,Regional UK,low,lower_mid,single,service_worker,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.239,high,src_tourism_stats_01
psg_0374,45-54,Female,United Kingdom,France,South East England,high,mid,family_with_children,professional,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.38,medium,src_tourism_stats_01
psg_0375,35-44,Prefer not to say,United Kingdom,Netherlands,Western Europe,high,mid,couple,professional,French,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.293,medium,src_tourism_stats_01
psg_0376,18-24,Prefer not to say,France,Denmark,Nordics,upper_mid,moderate,couple,creative,Dutch,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.358,high,src_tourism_stats_01
psg_0377,35-44,Prefer not to say,France,France,Western Europe,low,lower_mid,single,student,German,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.339,high,src_tourism_stats_01
psg_0378,45-54,Female,Sweden,Netherlands,Western Europe,high,very_high,couple,manager,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.419,low,src_tourism_stats_01
psg_0379,35-44,Male,United Kingdom,Sweden,London and South East,high,moderate,couple,other,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.314,high,src_tourism_stats_01
psg_0380,55-64,Female,United Kingdom,United Kingdom,Nordics,upper_mid,very_high,couple,consultant,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.4,low,src_tourism_stats_01
psg_0381,45-54,Male,United Kingdom,France,Western Europe,upper_mid,high,shared_household,consultant,Dutch,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.499,low,src_tourism_stats_01
psg_0382,55-64,Female,United Kingdom,France,Western Europe,high,mid,couple,self_employed,French,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.327,medium,src_tourism_stats_01
psg_0383,35-44,Prefer not to say,Germany,Netherlands,Nordics,upper_mid,very_high,couple,professional,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.394,low,src_tourism_stats_01
psg_0384,35-44,Female,France,Netherlands,Northern England,upper_mid,upper_mid,family_with_children,teacher,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.493,medium,src_tourism_stats_01
psg_0385,25-34,Female,Netherlands,United Kingdom,Greater London,mid,upper_mid,family_with_children,manager,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.408,medium,src_tourism_stats_01
psg_0386,25-34,Prefer not to say,United Kingdom,France,German North,high,mid,couple,manager,German,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.316,medium,src_tourism_stats_01
psg_0387,35-44,Female,Netherlands,United Kingdom,Nordic Capitals,upper_mid,high,couple,professional,English,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.483,low,src_tourism_stats_01
psg_0388,55-64,Female,United Kingdom,United Kingdom,Nordic Capitals,high,high,single,manager,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.461,low,src_tourism_stats_01
psg_0389,25-34,Male,France,Netherlands,German North,lower_mid,lower_mid,single,early_career,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.24,high,src_tourism_stats_01
psg_0390,25-34,Male,France,Germany,Regional UK,low,lower_mid,single,service_worker,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.252,high,src_tourism_stats_01
psg_0391,25-34,Male,Germany,United Kingdom,Western Europe,high,high,couple,professional,English,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.527,low,src_tourism_stats_01
psg_0392,65-74,Male,United Kingdom,United Kingdom,Western Europe,upper_mid,very_high,family_with_children,professional,English,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.368,low,src_tourism_stats_01
psg_0393,18-24,Female,United Kingdom,Netherlands,German North,lower_mid,lower_mid,single,service_worker,German,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.236,high,src_tourism_stats_01
psg_0394,18-24,Male,Germany,United Kingdom,Western Europe,mid,lower_mid,couple,service_worker,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.336,high,src_tourism_stats_01
psg_0395,35-44,Male,Germany,Germany,Nordics,high,very_high,retired_couple,manager,English,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.385,low,src_tourism_stats_01
psg_0396,25-34,Female,United Kingdom,United Kingdom,Regional UK,mid,lower_mid,shared_household,service_worker,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.221,high,src_tourism_stats_01
psg_0397,55-64,Male,United Kingdom,France,Western Europe,mid,mid,family_with_children,professional,French,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.347,medium,src_tourism_stats_01
psg_0398,25-34,Male,France,France,South East England,upper_mid,mid,family_with_children,self_employed,Dutch,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.457,medium,src_tourism_stats_01
psg_0399,45-54,Male,France,Netherlands,London and South East,upper_mid,very_high,couple,professional,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.353,low,src_tourism_stats_01
psg_0400,25-34,Female,United Kingdom,France,London and South East,mid,high,single,manager,German,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.468,low,src_tourism_stats_01
psg_0401,35-44,Female,United Kingdom,Germany,Nordics,upper_mid,upper_mid,couple,professional,Swedish,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.504,medium,src_tourism_stats_01
psg_0402,25-34,Female,Netherlands,United Kingdom,Nordics,upper_mid,moderate,shared_household,student,French,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.32,high,src_tourism_stats_01
psg_0403,25-34,Male,United Kingdom,France,Irish East Coast,lower_mid,lower_mid,family_with_children,service_worker,German,family_builder,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.257,high,src_tourism_stats_01
