response_id,synthetic_data_notice,raw_defect_type,age_band,gender,residence_region,party_composition,household_income_band,accessibility_needs,route_region,route_corridor,travel_type,direction,trip_purpose,vehicle,sailing_duration_band,accommodation,booking_channel,travel_frequency,completion_seconds,disruption_experienced,mot_price_value,mot_convenience,mot_car_access,mot_comfort_break,mot_scenery,mot_sustainability,mot_visiting_family,mot_business_flexibility,sat_booking,sat_terminal,sat_boarding,sat_cabin_seating,sat_food,sat_cleanliness,sat_staff,sat_wifi,sat_punctuality,sat_value,overall_satisfaction,nps_band,return_intent,recommend_intent,competitor_likelihood,service_recovery_evaluation,raw_response_id,raw_synthetic_data_notice,raw_raw_defect_type,raw_age_band,raw_gender,raw_residence_region,raw_party_composition,raw_household_income_band,raw_accessibility_needs,raw_route_region,raw_route_corridor,raw_travel_type,raw_direction,raw_trip_purpose,raw_vehicle,raw_sailing_duration_band,raw_accommodation,raw_booking_channel,raw_travel_frequency,raw_completion_seconds,raw_disruption_experienced,raw_mot_price_value,raw_mot_convenience,raw_mot_car_access,raw_mot_comfort_break,raw_mot_scenery,raw_mot_sustainability,raw_mot_visiting_family,raw_mot_business_flexibility,raw_sat_booking,raw_sat_terminal,raw_sat_boarding,raw_sat_cabin_seating,raw_sat_food,raw_sat_cleanliness,raw_sat_staff,raw_sat_wifi,raw_sat_punctuality,raw_sat_value,raw_overall_satisfaction,raw_nps_band,raw_return_intent,raw_recommend_intent,raw_competitor_likelihood,raw_service_recovery_evaluation,motivation_summary,satisfaction_summary,quality_flags,quality_status,rag_included
DFDS-00287,Synthetic simulated survey response - not real passenger data,missing_values,65+,Prefer not to say,United Kingdom,Friends,Lower,None,English Channel,Newhaven-Dieppe,Car passenger,Return,Leisure,Car,Medium (3-6 hours),Not applicable,DFDS website,2-3 times a year,676,No,4,3,4,3,4,,1,1,5,3,5,3,,3,3,4,4,5,4,Promoter (9-10),5,3,1,,DFDS-00287,Synthetic simulated survey response - not real passenger data,missing_values,65+,Prefer not to say,United Kingdom,Friends,Lower,None,English Channel,Newhaven-Dieppe,Car passenger,Return,Leisure,Car,Medium (3-6 hours),Not applicable,DFDS website,2-3 times a year,676,No,4,3,4,3,4,,1,1,5,3,5,3,,3,3,4,4,5,4,Promoter (9-10),5,3,1,,No strong stated motivation,3.89,,usable,true
DFDS-00288,Synthetic simulated survey response - not real passenger data,speeding,18-24,Woman,Sweden,Business colleagues,Lower,None,Baltic,Kiel-Klaipeda,Motorcycle,Return,Business,Motorcycle,Long overnight (8+ hours),Private cabin,Corporate booking,First time,53,No,4,4,5,3,2,4,2,5,5,5,3,4,5,3,3,5,4,5,4,Promoter (9-10),4,4,2,Not applicable,DFDS-00288,Synthetic simulated survey response - not real passenger data,speeding,18-24,Woman,Sweden,Business colleagues,Lower,None,Baltic,Kiel-Klaipeda,Motorcycle,Return,Business,Motorcycle,Long overnight (8+ hours),Private cabin,Corporate booking,First time,53,No,4,4,5,3,2,4,2,5,5,5,3,4,5,3,3,5,4,5,4,Promoter (9-10),4,4,2,Not applicable,Vehicle access; Business flexibility,4.2,speeding,usable_with_caution,true
DFDS-00289,Synthetic simulated survey response - not real passenger data,straight_lining,65+,Prefer not to say,France,Friends,Lower,Hearing or vision support,English Channel,Newhaven-Dieppe,Car passenger,Return,Holiday transit,Car,Medium (3-6 hours),Not applicable,Corporate booking,First time,350,No,4,3,5,4,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,1,Not applicable,DFDS-00289,Synthetic simulated survey response - not real passenger data,straight_lining,65+,Prefer not to say,France,Friends,Lower,Hearing or vision support,English Channel,Newhaven-Dieppe,Car passenger,Return,Holiday transit,Car,Medium (3-6 hours),Not applicable,Corporate booking,First time,350,No,4,3,5,4,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,1,Not applicable,Vehicle access,4.0,straight_lining,usable_with_caution,true
DFDS-00290,Synthetic simulated survey response - not real passenger data,duplicate_pattern,65+,Prefer not to say,France,Friends,Lower,Hearing or vision support,English Channel,Newhaven-Dieppe,Car passenger,Return,Holiday transit,Car,Medium (3-6 hours),Not applicable,Corporate booking,First time,350,No,4,3,5,4,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,1,Not applicable,DFDS-00290,Synthetic simulated survey response - not real passenger data,duplicate_pattern,65+,Prefer not to say,France,Friends,Lower,Hearing or vision support,English Channel,Newhaven-Dieppe,Car passenger,Return,Holiday transit,Car,Medium (3-6 hours),Not applicable,Corporate booking,First time,350,No,4,3,5,4,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,1,Not applicable,Vehicle access,4.0,straight_lining;duplicate_pattern,exclude_from_analysis,false
DFDS-00291,Synthetic simulated survey response - not real passenger data,route_trip_conflict,55-64,Woman,Lithuania,Couple,Prefer not to say,None,English Channel,Dover-Calais,Motorcycle,Return,Leisure,Motorcycle,Long overnight (8+ hours),Private cabin,Travel agent,First time,449,No,5,5,5,4,2,2,3,1,4,5,5,3,4,5,3,3,3,5,3,Passive (7-8),4,4,2,Not applicable,DFDS-00291,Synthetic simulated survey response - not real passenger data,route_trip_conflict,55-64,Woman,Lithuania,Couple,Prefer not to say,None,English Channel,Dover-Calais,Motorcycle,Return,Leisure,Motorcycle,Long overnight (8+ hours),Private cabin,Travel agent,First time,449,No,5,5,5,4,2,2,3,1,4,5,5,3,4,5,3,3,3,5,3,Passive (7-8),4,4,2,Not applicable,Price and value; Convenience; Vehicle access,4.0,route_trip_conflict,exclude_from_analysis,false
DFDS-00292,Synthetic simulated survey response - not real passenger data,,25-34,Woman,Lithuania,Family with children,Upper-middle,Mobility assistance,Baltic,Karlshamn-Klaipeda,Car passenger,Outbound,Holiday transit,Car,Overnight (6-8 hours),Reclining seat,DFDS website,Once a year,809,Yes,3,4,5,3,4,4,1,1,3,3,3,4,3,5,4,3,2,4,3,Passive (7-8),2,3,3,3,DFDS-00292,Synthetic simulated survey response - not real passenger data,,25-34,Woman,Lithuania,Family with children,Upper-middle,Mobility assistance,Baltic,Karlshamn-Klaipeda,Car passenger,Outbound,Holiday transit,Car,Overnight (6-8 hours),Reclining seat,DFDS website,Once a year,809,Yes,3,4,5,3,4,4,1,1,3,3,3,4,3,5,4,3,2,4,3,Passive (7-8),2,3,3,3,Vehicle access,3.4,,usable,true
DFDS-00293,Synthetic simulated survey response - not real passenger data,,18-24,Man,Sweden,Friends,Higher,Hearing or vision support,Norway coastal / overnight,Copenhagen-Oslo,Foot passenger,Return,Holiday transit,None,Long overnight (8+ hours),Private cabin,Travel agent,2-3 times a year,759,No,4,4,3,4,5,4,1,1,3,5,4,4,4,3,3,3,5,5,4,Promoter (9-10),5,4,1,Not applicable,DFDS-00293,Synthetic simulated survey response - not real passenger data,,18-24,Man,Sweden,Friends,Higher,Hearing or vision support,Norway coastal / overnight,Copenhagen-Oslo,Foot passenger,Return,Holiday transit,None,Long overnight (8+ hours),Private cabin,Travel agent,2-3 times a year,759,No,4,4,3,4,5,4,1,1,3,5,4,4,4,3,3,3,5,5,4,Promoter (9-10),5,4,1,Not applicable,Scenery and the crossing,3.9,,usable,true
DFDS-00294,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Germany,Business colleagues,Middle,Mobility assistance,North Sea,Harwich-Hook of Holland,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,Phone,Once a year,313,No,5,3,4,5,2,3,2,4,4,4,5,5,5,5,4,5,5,5,5,Promoter (9-10),4,5,1,Not applicable,DFDS-00294,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Germany,Business colleagues,Middle,Mobility assistance,North Sea,Harwich-Hook of Holland,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,Phone,Once a year,313,No,5,3,4,5,2,3,2,4,4,4,5,5,5,5,4,5,5,5,5,Promoter (9-10),4,5,1,Not applicable,Price and value; Comfort and a break from driving,4.7,,usable,true
DFDS-00295,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Norway,Couple,Middle,Other assistance,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Return,Holiday transit,Car,Long overnight (8+ hours),Premium cabin,Travel agent,Monthly or more,743,No,5,4,4,3,4,3,1,1,3,5,5,4,4,4,3,3,4,5,4,Promoter (9-10),3,4,1,Not applicable,DFDS-00295,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Norway,Couple,Middle,Other assistance,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Return,Holiday transit,Car,Long overnight (8+ hours),Premium cabin,Travel agent,Monthly or more,743,No,5,4,4,3,4,3,1,1,3,5,5,4,4,4,3,3,4,5,4,Promoter (9-10),3,4,1,Not applicable,Price and value,4.0,,usable,true
DFDS-00296,Synthetic simulated survey response - not real passenger data,,25-34,Man,Germany,Friends,Upper-middle,Mobility assistance,Baltic,Kiel-Klaipeda,Motorcycle,Return,Holiday transit,Motorcycle,Long overnight (8+ hours),Reclining seat,DFDS app,Once a year,885,No,4,4,5,3,4,2,3,2,3,5,4,3,3,5,4,5,5,4,5,Promoter (9-10),5,5,1,Not applicable,DFDS-00296,Synthetic simulated survey response - not real passenger data,,25-34,Man,Germany,Friends,Upper-middle,Mobility assistance,Baltic,Kiel-Klaipeda,Motorcycle,Return,Holiday transit,Motorcycle,Long overnight (8+ hours),Reclining seat,DFDS app,Once a year,885,No,4,4,5,3,4,2,3,2,3,5,4,3,3,5,4,5,5,4,5,Promoter (9-10),5,5,1,Not applicable,Vehicle access,4.1,,usable,true
DFDS-00297,Synthetic simulated survey response - not real passenger data,,65+,Woman,Lithuania,Business colleagues,Higher,None,Baltic,Karlshamn-Klaipeda,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,Travel agent,Monthly or more,522,No,5,3,5,5,4,3,1,5,4,5,5,5,5,5,5,5,5,5,5,Promoter (9-10),5,5,2,Not applicable,DFDS-00297,Synthetic simulated survey response - not real passenger data,,65+,Woman,Lithuania,Business colleagues,Higher,None,Baltic,Karlshamn-Klaipeda,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,Travel agent,Monthly or more,522,No,5,3,5,5,4,3,1,5,4,5,5,5,5,5,5,5,5,5,5,Promoter (9-10),5,5,2,Not applicable,Price and value; Vehicle access; Comfort and a break from driving; Business flexibility,4.9,,usable,true
DFDS-00298,Synthetic simulated survey response - not real passenger data,,65+,Woman,Netherlands,Friends,Lower,Other assistance,English Channel,Newhaven-Dieppe,Foot passenger,Outbound,Holiday transit,None,Medium (3-6 hours),Standard seat,DFDS app,Once a year,192,No,4,5,2,4,2,2,2,2,4,5,3,3,4,5,5,5,4,4,5,Promoter (9-10),5,5,2,Not applicable,DFDS-00298,Synthetic simulated survey response - not real passenger data,,65+,Woman,Netherlands,Friends,Lower,Other assistance,English Channel,Newhaven-Dieppe,Foot passenger,Outbound,Holiday transit,None,Medium (3-6 hours),Standard seat,DFDS app,Once a year,192,No,4,5,2,4,2,2,2,2,4,5,3,3,4,5,5,5,4,4,5,Promoter (9-10),5,5,2,Not applicable,Convenience,4.2,,usable,true
DFDS-00299,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Sweden,Business colleagues,Prefer not to say,Mobility assistance,Norway coastal / overnight,Copenhagen-Oslo,Freight driver,Return,Freight work,Van / freight vehicle,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,326,No,3,5,5,5,3,4,1,5,4,5,5,3,4,4,5,3,4,2,3,Passive (7-8),3,3,3,Not applicable,DFDS-00299,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Sweden,Business colleagues,Prefer not to say,Mobility assistance,Norway coastal / overnight,Copenhagen-Oslo,Freight driver,Return,Freight work,Van / freight vehicle,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,326,No,3,5,5,5,3,4,1,5,4,5,5,3,4,4,5,3,4,2,3,Passive (7-8),3,3,3,Not applicable,Convenience; Vehicle access; Comfort and a break from driving; Business flexibility,3.9,,usable,true
DFDS-00300,Synthetic simulated survey response - not real passenger data,,25-34,Non-binary,Netherlands,Solo,Middle,None,North Sea,IJmuiden-Newcastle,Motorcycle,Outbound,Holiday transit,Motorcycle,Long overnight (8+ hours),Reclining seat,DFDS app,Monthly or more,644,No,5,3,5,4,2,2,2,3,3,5,5,4,3,5,4,5,3,5,5,Promoter (9-10),4,4,1,Not applicable,DFDS-00300,Synthetic simulated survey response - not real passenger data,,25-34,Non-binary,Netherlands,Solo,Middle,None,North Sea,IJmuiden-Newcastle,Motorcycle,Outbound,Holiday transit,Motorcycle,Long overnight (8+ hours),Reclining seat,DFDS app,Monthly or more,644,No,5,3,5,4,2,2,2,3,3,5,5,4,3,5,4,5,3,5,5,Promoter (9-10),4,4,1,Not applicable,Price and value; Vehicle access,4.2,,usable,true
DFDS-00301,Synthetic simulated survey response - not real passenger data,,35-44,Man,United Kingdom,Business colleagues,Lower,Hearing or vision support,North Sea,Harwich-Hook of Holland,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,Phone,2-3 times a year,768,No,4,5,5,5,3,4,3,5,4,3,4,3,3,4,3,5,5,4,5,Promoter (9-10),5,5,2,Not applicable,DFDS-00301,Synthetic simulated survey response - not real passenger data,,35-44,Man,United Kingdom,Business colleagues,Lower,Hearing or vision support,North Sea,Harwich-Hook of Holland,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,Phone,2-3 times a year,768,No,4,5,5,5,3,4,3,5,4,3,4,3,3,4,3,5,5,4,5,Promoter (9-10),5,5,2,Not applicable,Convenience; Vehicle access; Comfort and a break from driving; Business flexibility,3.8,,usable,true
DFDS-00302,Synthetic simulated survey response - not real passenger data,,55-64,Woman,Netherlands,Solo,Upper-middle,Mobility assistance,North Sea,IJmuiden-Newcastle,Car passenger,Return,Holiday transit,Car,Long overnight (8+ hours),Private cabin,DFDS website,Once a year,702,No,3,5,5,4,3,2,2,1,3,4,5,3,5,4,5,5,5,3,4,Promoter (9-10),5,5,3,Not applicable,DFDS-00302,Synthetic simulated survey response - not real passenger data,,55-64,Woman,Netherlands,Solo,Upper-middle,Mobility assistance,North Sea,IJmuiden-Newcastle,Car passenger,Return,Holiday transit,Car,Long overnight (8+ hours),Private cabin,DFDS website,Once a year,702,No,3,5,5,4,3,2,2,1,3,4,5,3,5,4,5,5,5,3,4,Promoter (9-10),5,5,3,Not applicable,Convenience; Vehicle access,4.2,,usable,true
DFDS-00303,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Germany,Friends,Middle,None,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Visiting friends/family,Car,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,401,No,4,5,4,5,4,2,4,1,3,4,4,3,5,3,4,3,5,5,5,Promoter (9-10),4,4,1,Not applicable,DFDS-00303,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Germany,Friends,Middle,None,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Visiting friends/family,Car,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,401,No,4,5,4,5,4,2,4,1,3,4,4,3,5,3,4,3,5,5,5,Promoter (9-10),4,4,1,Not applicable,Convenience; Comfort and a break from driving,3.9,,usable,true
DFDS-00304,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,United Kingdom,Solo,Prefer not to say,Hearing or vision support,English Channel,Dover-Calais,Foot passenger,Return,Leisure,None,Short (under 3 hours),Standard seat,Travel agent,Monthly or more,323,No,4,3,3,4,2,2,3,3,3,4,3,3,4,5,5,3,3,4,5,Promoter (9-10),4,4,1,Not applicable,DFDS-00304,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,United Kingdom,Solo,Prefer not to say,Hearing or vision support,English Channel,Dover-Calais,Foot passenger,Return,Leisure,None,Short (under 3 hours),Standard seat,Travel agent,Monthly or more,323,No,4,3,3,4,2,2,3,3,3,4,3,3,4,5,5,3,3,4,5,Promoter (9-10),4,4,1,Not applicable,No strong stated motivation,3.7,,usable,true
DFDS-00305,Synthetic simulated survey response - not real passenger data,,25-34,Woman,France,Solo,Higher,Other assistance,English Channel,Dover-Calais,Foot passenger,Return,Leisure,None,Short (under 3 hours),Not applicable,DFDS website,First time,385,No,4,3,1,3,2,2,3,3,4,4,3,4,5,4,3,3,4,4,3,Passive (7-8),2,3,3,Not applicable,DFDS-00305,Synthetic simulated survey response - not real passenger data,,25-34,Woman,France,Solo,Higher,Other assistance,English Channel,Dover-Calais,Foot passenger,Return,Leisure,None,Short (under 3 hours),Not applicable,DFDS website,First time,385,No,4,3,1,3,2,2,3,3,4,4,3,4,5,4,3,3,4,4,3,Passive (7-8),2,3,3,Not applicable,No strong stated motivation,3.8,,usable,true
DFDS-00306,Synthetic simulated survey response - not real passenger data,,45-54,Woman,Sweden,Couple,Prefer not to say,Other assistance,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Private cabin,DFDS app,Monthly or more,343,Yes,4,5,4,4,5,4,3,2,3,3,3,2,2,4,4,3,3,2,4,Promoter (9-10),4,3,1,3,DFDS-00306,Synthetic simulated survey response - not real passenger data,,45-54,Woman,Sweden,Couple,Prefer not to say,Other assistance,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Private cabin,DFDS app,Monthly or more,343,Yes,4,5,4,4,5,4,3,2,3,3,3,2,2,4,4,3,3,2,4,Promoter (9-10),4,3,1,3,Convenience; Scenery and the crossing,2.9,,usable,true
DFDS-00307,Synthetic simulated survey response - not real passenger data,,35-44,Man,Lithuania,Business colleagues,Lower,None,Baltic,Kiel-Klaipeda,Foot passenger,Outbound,Business,None,Long overnight (8+ hours),Reclining seat,Corporate booking,Monthly or more,201,Yes,4,4,3,4,2,2,3,5,2,2,2,2,3,2,2,2,2,4,4,Promoter (9-10),4,3,3,3,DFDS-00307,Synthetic simulated survey response - not real passenger data,,35-44,Man,Lithuania,Business colleagues,Lower,None,Baltic,Kiel-Klaipeda,Foot passenger,Outbound,Business,None,Long overnight (8+ hours),Reclining seat,Corporate booking,Monthly or more,201,Yes,4,4,3,4,2,2,3,5,2,2,2,2,3,2,2,2,2,4,4,Promoter (9-10),4,3,3,3,Business flexibility,2.3,,usable,true
DFDS-00308,Synthetic simulated survey response - not real passenger data,,65+,Prefer not to say,Germany,Family with children,Higher,Hearing or vision support,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Holiday transit,Car,Long overnight (8+ hours),Reclining seat,DFDS website,2-3 times a year,598,Yes,4,3,4,4,4,3,1,1,3,2,2,3,1,3,1,3,2,1,3,Passive (7-8),3,4,3,3,DFDS-00308,Synthetic simulated survey response - not real passenger data,,65+,Prefer not to say,Germany,Family with children,Higher,Hearing or vision support,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Holiday transit,Car,Long overnight (8+ hours),Reclining seat,DFDS website,2-3 times a year,598,Yes,4,3,4,4,4,3,1,1,3,2,2,3,1,3,1,3,2,1,3,Passive (7-8),3,4,3,3,No strong stated motivation,2.1,,usable,true
DFDS-00309,Synthetic simulated survey response - not real passenger data,,55-64,Prefer not to say,Denmark,Friends,Upper-middle,Mobility assistance,Norway coastal / overnight,Copenhagen-Oslo,Motorcycle,Outbound,Visiting friends/family,Motorcycle,Long overnight (8+ hours),Private cabin,DFDS app,2-3 times a year,791,No,4,4,4,5,3,3,4,3,4,2,2,2,4,2,2,4,3,3,3,Passive (7-8),4,2,2,Not applicable,DFDS-00309,Synthetic simulated survey response - not real passenger data,,55-64,Prefer not to say,Denmark,Friends,Upper-middle,Mobility assistance,Norway coastal / overnight,Copenhagen-Oslo,Motorcycle,Outbound,Visiting friends/family,Motorcycle,Long overnight (8+ hours),Private cabin,DFDS app,2-3 times a year,791,No,4,4,4,5,3,3,4,3,4,2,2,2,4,2,2,4,3,3,3,Passive (7-8),4,2,2,Not applicable,Comfort and a break from driving,2.8,,usable,true
DFDS-00310,Synthetic simulated survey response - not real passenger data,,65+,Non-binary,Lithuania,Couple,Upper-middle,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Premium cabin,Corporate booking,Once a year,753,No,5,4,5,4,3,3,1,1,4,5,5,5,5,4,5,5,5,5,4,Promoter (9-10),4,4,3,Not applicable,DFDS-00310,Synthetic simulated survey response - not real passenger data,,65+,Non-binary,Lithuania,Couple,Upper-middle,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Premium cabin,Corporate booking,Once a year,753,No,5,4,5,4,3,3,1,1,4,5,5,5,5,4,5,5,5,5,4,Promoter (9-10),4,4,3,Not applicable,Price and value; Vehicle access,4.8,,usable,true
DFDS-00311,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Denmark,Family with children,Prefer not to say,Other assistance,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Outbound,Holiday transit,Car,Overnight (6-8 hours),Private cabin,Phone,2-3 times a year,844,Yes,4,3,4,3,3,3,1,3,3,2,2,3,4,3,3,2,3,2,4,Promoter (9-10),5,3,1,2,DFDS-00311,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Denmark,Family with children,Prefer not to say,Other assistance,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Outbound,Holiday transit,Car,Overnight (6-8 hours),Private cabin,Phone,2-3 times a year,844,Yes,4,3,4,3,3,3,1,3,3,2,2,3,4,3,3,2,3,2,4,Promoter (9-10),5,3,1,2,No strong stated motivation,2.7,,usable,true
DFDS-00312,Synthetic simulated survey response - not real passenger data,,18-24,Man,Sweden,Family with children,Lower,None,Norway coastal / overnight,Frederikshavn-Oslo,Foot passenger,Return,Leisure,None,Overnight (6-8 hours),Reclining seat,DFDS website,First time,815,No,3,3,2,5,3,2,3,2,5,5,5,5,4,5,5,5,5,5,4,Promoter (9-10),4,3,2,Not applicable,DFDS-00312,Synthetic simulated survey response - not real passenger data,,18-24,Man,Sweden,Family with children,Lower,None,Norway coastal / overnight,Frederikshavn-Oslo,Foot passenger,Return,Leisure,None,Overnight (6-8 hours),Reclining seat,DFDS website,First time,815,No,3,3,2,5,3,2,3,2,5,5,5,5,4,5,5,5,5,5,4,Promoter (9-10),4,3,2,Not applicable,Comfort and a break from driving,4.9,,usable,true
